,아파트명,면적,법정동주소,도로명주소,latitude,longitude,세대수,임대세대수,최고층,최저층,용적률,건폐율,주차대수,건설사,난방,공급면적,전용면적,전용율,방수,욕실수,해당면적_세대수,현관구조,재산세,재산세합계,지방교육세,재산세_도시지역분,종합부동산세,결정세액,농어촌특별세,가격,겨울관리비,여름관리비,매매호가,전세호가,월세호가,실거래가,초등학교_학군정보,초등학교_설립정보,초등학교_남학생수,초등학교_여학생수
1,명곡미래빌3단지,80,대구시 달성군 화원읍 명곡리 130,대구시 달성군 명곡로 30,35.796693,128.495068,716.0,0.0,20.0,18.0,222,17,727.0,(주)우방,HT005,80.96,59.39,73,3,1,644,계단식,29475.0,117900.0,5895.0,82530.0,0.0,0.0,0.0,18500.0,240157,149048,"1억 5,500~2억 2,500","1억 1,000","1,000/50~2,000/50","1,000/50~2,000/50",대구명곡초등학교,공립,112.0,116.0
0,명곡미래빌4단지,62A㎡,대구시 달성군 화원읍 명곡리 139,대구시 달성군 화암로 120,35.79817,128.499791,800.0,0.0,20.0,12.0,222,22,815.0,(주)서한,HT005,62.63,49.97,80,2,1,30,계단식,21668.0,86671.0,4334.0,60669.0,0.0,0.0,0.0,,214096,137520,"1억 4,000~1억 5,000",,,,대구화남초등학교,공립,244.0,204.0
1,명곡미래빌4단지,62B㎡,대구시 달성군 화원읍 명곡리 139,대구시 달성군 화암로 120,35.79817,128.499791,800.0,0.0,20.0,12.0,222,22,815.0,(주)서한,HT005,62.43,49.81,80,2,1,30,복도식,21668.0,86671.0,4334.0,60669.0,0.0,0.0,0.0,24500,213410,137080,"1억 5,500",,,,대구화남초등학교,공립,244.0,204.0
2,명곡미래빌4단지,68A㎡,대구시 달성군 화원읍 명곡리 139,대구시 달성군 화암로 120,35.79817,128.499791,800.0,0.0,20.0,12.0,222,22,815.0,(주)서한,HT005,68.77,49.97,73,2,1,110,복도식,21195.0,84780.0,4239.0,59346.0,0.0,0.0,0.0,18500,214096,137520,"1억 2,300~1억 3,000",,,,대구화남초등학교,공립,244.0,204.0
3,명곡미래빌4단지,68C㎡,대구시 달성군 화원읍 명곡리 139,대구시 달성군 화암로 120,35.79817,128.499791,800.0,0.0,20.0,12.0,222,22,815.0,(주)서한,HT005,68.55,49.81,73,2,1,70,복도식,21195.0,84780.0,4239.0,59346.0,0.0,0.0,0.0,18500,213410,137080,"1억 2,700",,,,대구화남초등학교,공립,244.0,204.0
4,명곡미래빌4단지,75A㎡,대구시 달성군 화원읍 명곡리 139,대구시 달성군 화암로 120,35.79817,128.499791,800.0,0.0,20.0,12.0,222,22,815.0,(주)서한,HT005,75.4,59.63,79,3,1,358,계단식,27450.0,109800.0,5490.0,76860.0,0.0,0.0,0.0,,255484,164105,"1억 4,000~1억 8,000","1억~1억 1,000","1,000/55","1,000/55",대구화남초등학교,공립,244.0,204.0
5,명곡미래빌4단지,77A㎡,대구시 달성군 화원읍 명곡리 139,대구시 달성군 화암로 120,35.79817,128.499791,800.0,0.0,20.0,12.0,222,22,815.0,(주)서한,HT005,77.37,59.63,77,3,1,162,계단식,27450.0,109800.0,5490.0,76860.0,0.0,0.0,0.0,18500,255484,164105,"1억 6,000~1억 7,500",,,,대구화남초등학교,공립,244.0,204.0
6,명곡미래빌4단지,77B,대구시 달성군 화원읍 명곡리 139,대구시 달성군 화암로 120,35.79817,128.499791,800.0,0.0,20.0,12.0,222,22,815.0,(주)서한,HT005,77.67,59.86,77,3,1,40,계단식,26775.0,107100.0,5355.0,74970.0,0.0,0.0,0.0,22000,256469,164738,"1억 4,300~1억 4,900",,,,대구화남초등학교,공립,244.0,204.0
0,명곡미래빌5단지,65㎡,대구시 달성군 화원읍 명곡리 220,대구시 달성군 명천로 243,35.797802,128.492818,762.0,0.0,20.0,17.0,240,20,777.0,(주)신성,HT001,65.4,49.55,76,3,2,4,계단식,,,,,,,,22000.0,215545,131340,,,,,대구명곡초등학교,공립,112.0,116.0
1,명곡미래빌5단지,68㎡,대구시 달성군 화원읍 명곡리 220,대구시 달성군 명천로 243,35.797802,128.492818,762.0,0.0,20.0,17.0,240,20,777.0,(주)신성,HT001,68.99,49.55,72,2,1,101,복도식,25875,103500,5175,72450,0,0,0,18500.0,215545,131340,"1억 5,500~1억 6,800","1억 1,000",,,대구명곡초등학교,공립,112.0,116.0
2,명곡미래빌5단지,72㎡,대구시 달성군 화원읍 명곡리 220,대구시 달성군 명천로 243,35.797802,128.492818,762.0,0.0,20.0,17.0,240,20,777.0,(주)신성,HT001,72.86,49.55,68,3,1,1,계단식,,,,,,,,18500.0,215545,131340,,,,,대구명곡초등학교,공립,112.0,116.0
3,명곡미래빌5단지,78㎡,대구시 달성군 화원읍 명곡리 220,대구시 달성군 명천로 243,35.797802,128.492818,762.0,0.0,20.0,17.0,240,20,777.0,(주)신성,HT001,78.86,59.42,75,3,1,2,계단식,,,,,,,,24500.0,258480,157502,,,,,대구명곡초등학교,공립,112.0,116.0
4,명곡미래빌5단지,81,대구시 달성군 화원읍 명곡리 220,대구시 달성군 명천로 243,35.797802,128.492818,762.0,0.0,20.0,17.0,240,20,777.0,(주)신성,HT001,81.73,59.42,73,3,1,654,계단식,34350,131310,6870,90090,0,0,0,18500.0,258480,157502,"1억 7,000~2억 3,000","1억 3,000~1억 4,000","1,000/55","1,000/55",대구명곡초등학교,공립,112.0,116.0
0,삼우청솔타운,57㎡,대구시 달성군 화원읍 구라리 1687,대구시 달성군 비슬로539길 17,35.809997,128.507909,498.0,0.0,20.0,20.0,329,23,384.0,(주)삼우건설,HT001,57.57,42.88,74,2,1,80,계단식,21150.0,84600.0,4230.0,59220.0,0.0,0.0,0.0,18500.0,96818,92691,,,"1,000/50","1,000/50",대구천내초등학교,공립,96.0,82.0
1,삼우청솔타운,76㎡,대구시 달성군 화원읍 구라리 1687,대구시 달성군 비슬로539길 17,35.809997,128.507909,498.0,0.0,20.0,20.0,329,23,384.0,(주)삼우건설,HT001,76.33,59.97,79,3,1,118,계단식,28125.0,112500.0,5625.0,78750.0,0.0,0.0,0.0,18500.0,135405,129633,"1억 7,500~1억 9,000",,,,대구천내초등학교,공립,96.0,82.0
2,삼우청솔타운,80㎡,대구시 달성군 화원읍 구라리 1687,대구시 달성군 비슬로539길 17,35.809997,128.507909,498.0,0.0,20.0,20.0,329,23,384.0,(주)삼우건설,HT001,80.51,59.97,74,3,1,20,계단식,,,,,,,,18500.0,135405,129633,,,,,대구천내초등학교,공립,96.0,82.0
3,삼우청솔타운,101A㎡,대구시 달성군 화원읍 구라리 1687,대구시 달성군 비슬로539길 17,35.809997,128.507909,498.0,0.0,20.0,20.0,329,23,384.0,(주)삼우건설,HT001,101.66,84.9,84,3,2,200,계단식,,,,,,,,22000.0,191694,183522,,,,,대구천내초등학교,공립,96.0,82.0
4,삼우청솔타운,102B,대구시 달성군 화원읍 구라리 1687,대구시 달성군 비슬로539길 17,35.809997,128.507909,498.0,0.0,20.0,20.0,329,23,384.0,(주)삼우건설,HT001,102.49,84.9,83,3,2,80,계단식,48300,167580,9660,109620,0,0,0,24500.0,191694,183522,"1억 9,500~2억 5,000","1억 5,000~1억 6,000","2,000/75~3,000/70","2,000/75~3,000/70",대구천내초등학교,공립,96.0,82.0
0,설화.명곡역프리미어힐(주상복합),99,대구시 달성군 화원읍 명곡리 236-2,대구시 달성군 비슬로506길 11,35.800645,128.495084,72.0,0.0,19.0,15.0,399,36,73.0,(주)해성주택건설,HT001,99.44,80.5,81,3,2,72,복도식,,,,,,,,18500.0,,,"2억 7,500~2억 8,000","1억 8,000~2억",,,대구화남초등학교,공립,244.0,204.0
0,성화한빛,81㎡,대구시 달성군 화원읍 설화리 536-2,대구시 달성군 비슬로491길 13,35.79818,128.48566,192.0,0.0,15.0,8.0,245,25,180.0,㈜성화건설,HT001,81.01,59.53,73,3,1,81,복도식,25425.0,101700.0,5085.0,71190.0,0.0,0.0,0.0,18500.0,132962,130098,"1억 5,500~1억 8,800","1억 2,000","1,000/45","1,000/45",대구화원초등학교,공립,224.0,186.0
1,성화한빛,102,대구시 달성군 화원읍 설화리 536-2,대구시 달성군 비슬로491길 13,35.79818,128.48566,192.0,0.0,15.0,8.0,245,25,180.0,㈜성화건설,HT001,102.28,84.97,83,3,2,111,계단식,36150.0,135990.0,7230.0,92610.0,0.0,0.0,0.0,18500.0,189768,185680,"2억~2억 5,500","1억 6,000","1,000/60","1,000/60",대구화원초등학교,공립,224.0,186.0
0,에덴타운,72㎡,대구시 달성군 화원읍 천내리 119,대구시 달성군 비슬로525길 48,35.809504,128.500913,128.0,0.0,5.0,4.0,104,30,0.0,에덴주택(주),HT001,72.89,60,82,3,1,64,계단식,47400.0,165240.0,9480.0,108360.0,0.0,0.0,0.0,18500.0,,,"2억 2,000~2억 3,500","1억 1,000","1,000/50","1,000/50",대구천내초등학교,공립,96.0,82.0
1,에덴타운,100,대구시 달성군 화원읍 천내리 119,대구시 달성군 비슬로525길 48,35.809504,128.500913,128.0,0.0,5.0,4.0,104,30,0.0,에덴주택(주),HT001,100.63,84.78,84,3,2,64,계단식,67650.0,217890.0,13530.0,136710.0,0.0,0.0,0.0,18500.0,,,"2억 3,500~2억 4,000",,"1,000/50","1,000/50",대구천내초등학교,공립,96.0,82.0
0,영남,61㎡,대구시 달성군 화원읍 천내리 42,대구시 달성군 화원로 10,35.805981,128.500625,170.0,0.0,5.0,5.0,149,34,0.0,(주)영남건설,HT001,61.5,53.42,87,2,1,40,계단식,32550.0,126630.0,6510.0,87570.0,0.0,0.0,0.0,18500.0,,,,,"1,000/40","1,000/40",대구천내초등학교,공립,96.0,82.0
1,영남,82㎡,대구시 달성군 화원읍 천내리 42,대구시 달성군 화원로 10,35.805981,128.500625,170.0,0.0,5.0,5.0,149,34,0.0,(주)영남건설,HT001,82.38,73.77,90,3,1,100,계단식,63150.0,206190.0,12630.0,130410.0,0.0,0.0,0.0,18500.0,,,,"1억 1,000","1,000/40~2,000/33","1,000/40~2,000/33",대구천내초등학교,공립,96.0,82.0
2,영남,93,대구시 달성군 화원읍 천내리 42,대구시 달성군 화원로 10,35.805981,128.500625,170.0,0.0,5.0,5.0,149,34,0.0,(주)영남건설,HT001,93.81,84.93,91,3,1,30,계단식,73500.0,233100.0,14700.0,144900.0,0.0,0.0,0.0,18500.0,,,"2억 7,000",,,,대구천내초등학교,공립,96.0,82.0
0,창신맨션,92A㎡,대구시 달성군 화원읍 천내리 118,대구시 달성군 화원로 36,35.80854,128.49945,302.0,0.0,5.0,3.0,114,29,251.0,창신주택,HT001,92.17,80.76,88,3,1,60,계단식,83400.0,258840.0,16680.0,158760.0,0.0,0.0,0.0,18500.0,81549,82449,"2억 6,000",,,,대구천내초등학교,공립,96.0,82.0
1,창신맨션,94B㎡,대구시 달성군 화원읍 천내리 118,대구시 달성군 화원로 36,35.80854,128.49945,302.0,0.0,5.0,3.0,114,29,251.0,창신주택,HT001,94.18,80.76,86,3,1,42,계단식,83400.0,258840.0,16680.0,158760.0,0.0,0.0,0.0,18500.0,81549,82449,"3억~3억 6,000",,"1,000/50~1,000/55","1,000/50~1,000/55",대구천내초등학교,공립,96.0,82.0
